Timestamp: 1683525958, Average of speed: 2150.667, Average of pressure: 0.068
Timestamp: 1683528981, Average of speed: 2131.000, Average of pressure: 0.068
Timestamp: 1683528982, Average of speed: 2009.000, Average of pressure: 0.059
Timestamp: 1683528983, Average of speed: 2098.667, Average of pressure: 0.087
Timestamp: 1683528984, Average of speed: 2044.333, Average of pressure: 0.061
Timestamp: 1683528985, Average of speed: 1913.667, Average of pressure: 0.088
Timestamp: 1683528986, Average of speed: 2189.000, Average of pressure: 0.079
Timestamp: 1683528987, Average of speed: 2189.000, Average of pressure: 0.079
Timestamp: 1683528988, Average of speed: 2221.000, Average of pressure: 0.085
Timestamp: 1683528989, Average of speed: 2114.000, Average of pressure: 0.065
Timestamp: 1683528990, Average of speed: 2231.000, Average of pressure: 0.096
Timestamp: 1683528991, Average of speed: 2019.000, Average of pressure: 0.084
Timestamp: 1683528992, Average of speed: 1945.333, Average of pressure: 0.069
Timestamp: 1683528993, Average of speed: 1904.000, Average of pressure: 0.084
Timestamp: 1683528994, Average of speed: 2182.667, Average of pressure: 0.061
Timestamp: 1683528995, Average of speed: 2008.333, Average of pressure: 0.077
Timestamp: 1683528996, Average of speed: 2217.000, Average of pressure: 0.089
Timestamp: 1683528997, Average of speed: 2078.000, Average of pressure: 0.064
Timestamp: 1683528998, Average of speed: 2138.667, Average of pressure: 0.065
Timestamp: 1683528999, Average of speed: 2076.667, Average of pressure: 0.076
Timestamp: 1683529000, Average of speed: 1960.667, Average of pressure: 0.074
Timestamp: 1683529001, Average of speed: 1960.667, Average of pressure: 0.074
Timestamp: 1683529002, Average of speed: 1901.333, Average of pressure: 0.060
Timestamp: 1683529003, Average of speed: 2185.333, Average of pressure: 0.080
Timestamp: 1683529004, Average of speed: 2056.000, Average of pressure: 0.080
Timestamp: 1683529005, Average of speed: 2208.000, Average of pressure: 0.074
Timestamp: 1683529006, Average of speed: 2062.667, Average of pressure: 0.075
Timestamp: 1683529007, Average of speed: 2106.000, Average of pressure: 0.090
Timestamp: 1683529008, Average of speed: 1926.000, Average of pressure: 0.064
Timestamp: 1683529009, Average of speed: 1970.000, Average of pressure: 0.072
Timestamp: 1683529010, Average of speed: 2019.333, Average of pressure: 0.088
Timestamp: 1683529011, Average of speed: 2125.667, Average of pressure: 0.071
Timestamp: 1683529012, Average of speed: 2081.333, Average of pressure: 0.086
Timestamp: 1683529013, Average of speed: 2034.333, Average of pressure: 0.065
Timestamp: 1683529014, Average of speed: 1991.000, Average of pressure: 0.095
Timestamp: 1683529015, Average of speed: 2140.333, Average of pressure: 0.062
Timestamp: 1683529016, Average of speed: 2129.333, Average of pressure: 0.065
Timestamp: 1683529017, Average of speed: 2175.000, Average of pressure: 0.075
Timestamp: 1683529018, Average of speed: 2053.667, Average of pressure: 0.069
Timestamp: 1683529019, Average of speed: 2023.333, Average of pressure: 0.072
Timestamp: 1683529020, Average of speed: 2204.667, Average of pressure: 0.075
Timestamp: 1683529021, Average of speed: 2023.333, Average of pressure: 0.064
Timestamp: 1683529022, Average of speed: 2255.000, Average of pressure: 0.087
Timestamp: 1683529023, Average of speed: 2167.667, Average of pressure: 0.088
Timestamp: 1683529024, Average of speed: 2158.333, Average of pressure: 0.076
Timestamp: 1683529025, Average of speed: 2076.333, Average of pressure: 0.088
Timestamp: 1683529026, Average of speed: 2224.333, Average of pressure: 0.083
Timestamp: 1683529027, Average of speed: 2131.000, Average of pressure: 0.086
Timestamp: 1683529028, Average of speed: 1956.333, Average of pressure: 0.083
Timestamp: 1683529029, Average of speed: 2221.000, Average of pressure: 0.087
Timestamp: 1683529030, Average of speed: 2136.667, Average of pressure: 0.089
Timestamp: 1683529031, Average of speed: 2030.333, Average of pressure: 0.089
Timestamp: 1683529032, Average of speed: 2241.000, Average of pressure: 0.075
Timestamp: 1683529033, Average of speed: 2253.667, Average of pressure: 0.071
Timestamp: 1683529034, Average of speed: 2140.667, Average of pressure: 0.059
Timestamp: 1683529035, Average of speed: 2097.667, Average of pressure: 0.081
Timestamp: 1683529036, Average of speed: 2305.333, Average of pressure: 0.089
Timestamp: 1683529037, Average of speed: 1937.667, Average of pressure: 0.073
Timestamp: 1683529038, Average of speed: 2220.333, Average of pressure: 0.064
Timestamp: 1683529039, Average of speed: 2029.000, Average of pressure: 0.087
Timestamp: 1683529040, Average of speed: 2033.000, Average of pressure: 0.084
Timestamp: 1683529041, Average of speed: 2061.667, Average of pressure: 0.080
Timestamp: 1683529042, Average of speed: 2081.000, Average of pressure: 0.087
Timestamp: 1683529043, Average of speed: 1970.667, Average of pressure: 0.089
Timestamp: 1683529044, Average of speed: 1970.667, Average of pressure: 0.089
Timestamp: 1683529045, Average of speed: 2169.333, Average of pressure: 0.069
Timestamp: 1683529046, Average of speed: 2050.000, Average of pressure: 0.091
Timestamp: 1683529047, Average of speed: 2121.333, Average of pressure: 0.074
Timestamp: 1683529048, Average of speed: 2098.333, Average of pressure: 0.084
Timestamp: 1683529049, Average of speed: 2179.667, Average of pressure: 0.072
Timestamp: 1683529050, Average of speed: 1880.667, Average of pressure: 0.089
Timestamp: 1683529051, Average of speed: 2080.667, Average of pressure: 0.079
Timestamp: 1683529052, Average of speed: 2104.667, Average of pressure: 0.082
Timestamp: 1683529053, Average of speed: 2093.667, Average of pressure: 0.068
Timestamp: 1683529054, Average of speed: 2216.667, Average of pressure: 0.072
Timestamp: 1683529055, Average of speed: 1968.000, Average of pressure: 0.083
Timestamp: 1683529056, Average of speed: 2003.333, Average of pressure: 0.072
Timestamp: 1683529057, Average of speed: 2147.667, Average of pressure: 0.058
Timestamp: 1683529058, Average of speed: 2154.667, Average of pressure: 0.074
Timestamp: 1683529059, Average of speed: 1953.667, Average of pressure: 0.076
Timestamp: 1683529060, Average of speed: 1958.667, Average of pressure: 0.059
Timestamp: 1683529061, Average of speed: 2218.667, Average of pressure: 0.074
Timestamp: 1683529062, Average of speed: 2228.000, Average of pressure: 0.075
Timestamp: 1683529063, Average of speed: 2019.667, Average of pressure: 0.074
Timestamp: 1683529064, Average of speed: 2223.667, Average of pressure: 0.079
Timestamp: 1683529065, Average of speed: 2068.000, Average of pressure: 0.063
Timestamp: 1683529066, Average of speed: 2238.000, Average of pressure: 0.078
Timestamp: 1683529067, Average of speed: 2214.000, Average of pressure: 0.080
Timestamp: 1683529068, Average of speed: 2131.000, Average of pressure: 0.082
Timestamp: 1683529069, Average of speed: 2184.667, Average of pressure: 0.086
Timestamp: 1683529070, Average of speed: 2211.667, Average of pressure: 0.082
Timestamp: 1683529071, Average of speed: 1965.333, Average of pressure: 0.087
Timestamp: 1683529072, Average of speed: 2030.667, Average of pressure: 0.062
Timestamp: 1683529073, Average of speed: 1941.667, Average of pressure: 0.071
Timestamp: 1683529074, Average of speed: 2264.667, Average of pressure: 0.071
Timestamp: 1683529075, Average of speed: 2018.333, Average of pressure: 0.079
Timestamp: 1683529076, Average of speed: 2049.333, Average of pressure: 0.084
Timestamp: 1683529077, Average of speed: 2083.000, Average of pressure: 0.076
Timestamp: 1683529078, Average of speed: 1901.000, Average of pressure: 0.086
Timestamp: 1683529079, Average of speed: 2012.000, Average of pressure: 0.077
Timestamp: 1683529080, Average of speed: 2328.000, Average of pressure: 0.079
Timestamp: 1683529081, Average of speed: 2147.000, Average of pressure: 0.079
Timestamp: 1683529082, Average of speed: 2305.000, Average of pressure: 0.085
Timestamp: 1683529083, Average of speed: 2206.000, Average of pressure: 0.078
Timestamp: 1683529084, Average of speed: 2192.667, Average of pressure: 0.086
Timestamp: 1683529085, Average of speed: 2014.333, Average of pressure: 0.065
Timestamp: 1683529086, Average of speed: 2198.333, Average of pressure: 0.079
Timestamp: 1683529087, Average of speed: 2085.333, Average of pressure: 0.073
Timestamp: 1683529088, Average of speed: 1901.000, Average of pressure: 0.065
Timestamp: 1683529089, Average of speed: 2151.667, Average of pressure: 0.065
Timestamp: 1683529090, Average of speed: 2152.333, Average of pressure: 0.084
Timestamp: 1683529091, Average of speed: 1893.667, Average of pressure: 0.079
Timestamp: 1683529092, Average of speed: 2041.667, Average of pressure: 0.094
Timestamp: 1683529093, Average of speed: 1920.000, Average of pressure: 0.090
Timestamp: 1683529094, Average of speed: 2202.333, Average of pressure: 0.064
Timestamp: 1683529095, Average of speed: 2144.333, Average of pressure: 0.064
Timestamp: 1683529096, Average of speed: 2083.667, Average of pressure: 0.069
Timestamp: 1683529097, Average of speed: 2073.000, Average of pressure: 0.079
Timestamp: 1683529098, Average of speed: 2105.333, Average of pressure: 0.080
Timestamp: 1683529099, Average of speed: 2053.667, Average of pressure: 0.078
Timestamp: 1683529100, Average of speed: 1898.000, Average of pressure: 0.085
Timestamp: 1683529101, Average of speed: 2115.667, Average of pressure: 0.083
Timestamp: 1683529102, Average of speed: 2148.000, Average of pressure: 0.071
Timestamp: 1683529103, Average of speed: 2118.667, Average of pressure: 0.068
Timestamp: 1683529104, Average of speed: 2250.000, Average of pressure: 0.068
Timestamp: 1683529105, Average of speed: 2194.667, Average of pressure: 0.079
Timestamp: 1683529106, Average of speed: 2202.000, Average of pressure: 0.073
Timestamp: 1683529107, Average of speed: 2110.667, Average of pressure: 0.063
Timestamp: 1683529108, Average of speed: 1943.667, Average of pressure: 0.063
Timestamp: 1683529109, Average of speed: 2129.667, Average of pressure: 0.076
Timestamp: 1683529110, Average of speed: 2190.333, Average of pressure: 0.060
Timestamp: 1683529111, Average of speed: 2190.333, Average of pressure: 0.060
Timestamp: 1683529112, Average of speed: 1894.000, Average of pressure: 0.082
Timestamp: 1683529113, Average of speed: 2048.667, Average of pressure: 0.056
Timestamp: 1683529114, Average of speed: 1977.333, Average of pressure: 0.090
Timestamp: 1683529115, Average of speed: 2300.000, Average of pressure: 0.083
Timestamp: 1683529116, Average of speed: 2206.333, Average of pressure: 0.074
Timestamp: 1683529117, Average of speed: 2071.333, Average of pressure: 0.065
Timestamp: 1683529118, Average of speed: 2134.667, Average of pressure: 0.073
Timestamp: 1683529119, Average of speed: 2003.667, Average of pressure: 0.075
Timestamp: 1683529120, Average of speed: 2064.667, Average of pressure: 0.069
Timestamp: 1683529121, Average of speed: 2214.000, Average of pressure: 0.063
Timestamp: 1683529122, Average of speed: 2002.667, Average of pressure: 0.062
Timestamp: 1683529123, Average of speed: 2010.667, Average of pressure: 0.075
Timestamp: 1683529124, Average of speed: 2186.333, Average of pressure: 0.084
Timestamp: 1683529125, Average of speed: 1917.333, Average of pressure: 0.075
Timestamp: 1683529126, Average of speed: 2092.333, Average of pressure: 0.083
Timestamp: 1683529127, Average of speed: 2141.000, Average of pressure: 0.085
Timestamp: 1683529128, Average of speed: 2075.667, Average of pressure: 0.069
Timestamp: 1683529129, Average of speed: 2118.333, Average of pressure: 0.075
Timestamp: 1683529130, Average of speed: 2164.333, Average of pressure: 0.071
Timestamp: 1683529131, Average of speed: 2052.000, Average of pressure: 0.084
Timestamp: 1683529132, Average of speed: 2030.333, Average of pressure: 0.090
Timestamp: 1683529133, Average of speed: 2030.333, Average of pressure: 0.079
Timestamp: 1683529134, Average of speed: 2084.667, Average of pressure: 0.075
Timestamp: 1683529135, Average of speed: 2075.667, Average of pressure: 0.059
Timestamp: 1683529136, Average of speed: 2093.333, Average of pressure: 0.090
Timestamp: 1683529137, Average of speed: 2104.000, Average of pressure: 0.071
Timestamp: 1683529138, Average of speed: 2026.333, Average of pressure: 0.082
Timestamp: 1683529139, Average of speed: 2197.667, Average of pressure: 0.076
Timestamp: 1683529140, Average of speed: 1963.333, Average of pressure: 0.054
Timestamp: 1683529141, Average of speed: 2250.000, Average of pressure: 0.075
Timestamp: 1683529142, Average of speed: 2146.667, Average of pressure: 0.066
Timestamp: 1683529143, Average of speed: 2034.667, Average of pressure: 0.069
Timestamp: 1683529144, Average of speed: 2262.667, Average of pressure: 0.060
Timestamp: 1683529145, Average of speed: 2190.000, Average of pressure: 0.075
Timestamp: 1683529146, Average of speed: 2190.000, Average of pressure: 0.075
Timestamp: 1683529147, Average of speed: 2070.000, Average of pressure: 0.082
Timestamp: 1683529148, Average of speed: 2076.333, Average of pressure: 0.061
Timestamp: 1683529149, Average of speed: 1957.000, Average of pressure: 0.055
Timestamp: 1683529150, Average of speed: 2049.000, Average of pressure: 0.090
Timestamp: 1683529151, Average of speed: 2096.667, Average of pressure: 0.079
Timestamp: 1683529152, Average of speed: 1990.667, Average of pressure: 0.075
Timestamp: 1683529153, Average of speed: 2023.667, Average of pressure: 0.083
Timestamp: 1683529154, Average of speed: 2094.333, Average of pressure: 0.068
Timestamp: 1683529155, Average of speed: 2126.667, Average of pressure: 0.075
Timestamp: 1683529156, Average of speed: 2228.667, Average of pressure: 0.060
Timestamp: 1683529157, Average of speed: 2124.333, Average of pressure: 0.072
Timestamp: 1683529158, Average of speed: 2124.333, Average of pressure: 0.072
Timestamp: 1683529159, Average of speed: 2092.333, Average of pressure: 0.056
Timestamp: 1683529160, Average of speed: 2137.000, Average of pressure: 0.089
Timestamp: 1683529161, Average of speed: 2117.333, Average of pressure: 0.078
Timestamp: 1683529162, Average of speed: 2174.333, Average of pressure: 0.084
Timestamp: 1683529163, Average of speed: 2186.333, Average of pressure: 0.068
Timestamp: 1683529164, Average of speed: 2103.333, Average of pressure: 0.092
Timestamp: 1683529165, Average of speed: 2178.000, Average of pressure: 0.067
Timestamp: 1683529166, Average of speed: 1887.000, Average of pressure: 0.067
Timestamp: 1683529167, Average of speed: 2009.000, Average of pressure: 0.068
Timestamp: 1683529168, Average of speed: 2171.667, Average of pressure: 0.086
Timestamp: 1683529169, Average of speed: 1939.000, Average of pressure: 0.081
Timestamp: 1683529170, Average of speed: 2024.000, Average of pressure: 0.083
